employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years,potential_index,origin_region,socioeconomic_origin,first_generation_professional,adversity_origin_score,mental_strength
2222-0343,Lina Al-Qahtani,Saudi Aramco,2222.SR,HSE/Safety,Senior,69.1,73500,4.5,72.1,Middle East,Lower-middle,Yes,78.2,53.2
2222-0344,Aisha Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,88.4,144500,17.2,57.3,Middle East,Working class,No,87.2,71.8
2222-0345,Majed Al-Zahrani,Saudi Aramco,2222.SR,Operations,Director,71.6,692000,15.1,55.6,Middle East,Lower-middle,No,73.8,65.2
2222-0346,Nasser Al-Subaie,Saudi Aramco,2222.SR,Research & Tech,Staff,71.6,271500,7.4,57.5,Middle East,Upper-middle,No,47.3,69.1
2222-0347,Sara Al-Sulaiman,Saudi Aramco,2222.SR,Supply Chain,Principal,74.6,315300,14.9,75.3,Middle East,Middle,No,49.2,65.3
2222-0348,Jana Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,69.0,153800,14.9,62.8,Africa,Middle,No,51.8,72.5
2222-0349,Hamad Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,89.3,217100,4.8,55.4,Middle East,Upper-middle,No,41.6,42.9
2222-0350,Huda Bin Laden,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,68.6,199500,4.2,70.4,Middle East,Middle,No,41.9,63.5
2222-0351,Huda Al-Shehri,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,76.3,79600,17.8,68.0,Middle East,Working class,No,78.5,74.0
2222-0352,Lina Al-Shehri,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,79.1,203100,16.2,67.8,Southeast Asia,Lower-middle,Yes,85.8,87.4
2222-0353,Maryam Al-Rashid,Saudi Aramco,2222.SR,Finance,Staff,86.6,167700,11.9,63.2,Middle East,Middle,Yes,63.6,70.8
2222-0354,Reem Al-Maliki,Saudi Aramco,2222.SR,Finance,VP,87.3,403400,16.7,62.6,Middle East,Lower-middle,No,72.2,57.2
2222-0355,Layla Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,83.6,551100,15.9,74.2,Middle East,Lower-middle,No,69.4,84.7
2222-0356,Layla Al-Otaibi,Saudi Aramco,2222.SR,Research & Tech,Director,73.0,370000,4.4,72.9,South Asia,Lower-middle,Yes,77.3,56.9
2222-0357,Jana Al-Nasser,Saudi Aramco,2222.SR,Finance,Staff,74.8,124700,9.0,66.8,Middle East,Middle,No,51.0,86.6
2222-0358,Abdullah Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,81.1,951500,9.1,51.1,Middle East,Working class,Yes,92.3,58.7
2222-0359,Tariq Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,76.3,301300,11.7,51.9,Middle East,Working class,Yes,95.4,73.1
2222-0360,Abdullah Al-Otaibi,Saudi Aramco,2222.SR,Operations,Senior,82.6,116500,8.3,57.4,Middle East,Middle,No,52.1,84.2
2222-0361,Bandar Al-Sulaiman,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,88.3,168300,12.0,65.2,Middle East,Middle,Yes,63.9,64.2
2222-0362,Jana Al-Amri,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,78.3,158100,27.3,56.7,Middle East,Lower-middle,No,65.4,69.7
2222-0363,Hessa Al-Harbi,Saudi Aramco,2222.SR,Operations,Principal,65.4,72800,12.8,71.1,South Asia,Middle,No,70.3,58.1
2222-0364,Reem Al-Juhani,Saudi Aramco,2222.SR,Research & Tech,Senior,70.3,78400,6.5,58.5,Middle East,Lower-middle,No,74.7,87.2
2222-0365,Sara Bin Laden,Saudi Aramco,2222.SR,Supply Chain,Senior Director,82.5,239800,9.7,70.3,Middle East,Lower-middle,Yes,74.9,86.4
2222-0366,Yousef Al-Qahtani,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,88.0,139400,7.3,80.2,South Asia,Upper-middle,No,36.2,61.4
2222-0367,Bandar Al-Nasser,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,87.0,112100,9.8,50.1,Middle East,Middle,No,50.3,74.6
2222-0368,Rana Al-Zahrani,Saudi Aramco,2222.SR,Operations,Director,76.5,242000,8.9,66.8,Africa,Upper-middle,No,32.6,69.6
2222-0369,Yousef Al-Hassan,Saudi Aramco,2222.SR,Operations,Director,87.8,287700,13.5,63.8,Middle East,Upper-middle,No,32.6,61.7
2222-0370,Reem Al-Sulaiman,Saudi Aramco,2222.SR,Research & Tech,Director,81.6,533000,13.3,79.4,South Asia,Middle,Yes,68.4,71.1
2222-0371,Aisha Al-Anazi,Saudi Aramco,2222.SR,Operations,Staff,77.1,152600,12.8,58.6,Middle East,Middle,No,59.3,72.1
2222-0372,Ziad Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,92.5,197200,17.8,55.9,Middle East,Upper-middle,No,45.4,89.9
2222-0373,Lina Al-Subaie,Saudi Aramco,2222.SR,People/HR,Principal,84.7,205600,15.8,57.4,Southeast Asia,Middle,No,45.6,63.8
2222-0374,Maryam Al-Hassan,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,81.5,427700,6.8,66.1,Middle East,Upper-middle,No,43.2,86.7
2222-0375,Maryam Al-Shehri,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,92.9,428800,9.3,65.6,South Asia,Middle,No,50.0,70.7
2222-0376,Hessa Al-Otaibi,Saudi Aramco,2222.SR,Operations,Staff,64.9,135300,20.7,60.2,Middle East,Lower-middle,Yes,63.3,58.4
2222-0377,Omar Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,84.8,116800,7.5,61.7,Middle East,Lower-middle,Yes,72.0,75.0
2222-0378,Noura Al-Subaie,Saudi Aramco,2222.SR,Operations,Senior Director,92.0,327000,17.7,68.8,Middle East,Lower-middle,Yes,70.5,91.4
2222-0379,Omar Al-Otaibi,Saudi Aramco,2222.SR,Supply Chain,Senior,75.1,267400,8.9,71.1,Middle East,Lower-middle,Yes,79.4,86.6
2222-0380,Layla Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,80.9,90100,16.5,59.8,Middle East,Middle,No,53.7,80.7
2222-0381,Jana Bin Laden,Saudi Aramco,2222.SR,Operations,VP,88.4,1009700,17.5,67.4,Europe,Middle,No,47.0,65.4
2222-0382,Khalid Al-Ghamdi,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,84.6,373700,3.9,73.9,Middle East,Upper-middle,No,40.4,64.5
2222-0383,Maryam Al-Faraj,Saudi Aramco,2222.SR,Operations,SVP,93.7,1104100,16.9,81.6,Middle East,Middle,No,40.3,74.6
2222-0384,Mohammed Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,VP,79.5,895400,15.1,67.4,Middle East,Affluent,No,19.3,70.5
2222-0385,Hamad Al-Hassan,Saudi Aramco,2222.SR,Operations,VP,88.6,578700,21.3,66.8,North America,Lower-middle,Yes,75.2,74.8
2222-0386,Nasser Al-Dossari,Saudi Aramco,2222.SR,Operations,Senior,78.1,100600,2.8,59.5,Middle East,Middle,No,69.0,46.5
2222-0387,Yousef Al-Faraj,Saudi Aramco,2222.SR,Operations,Senior,97.8,250500,9.5,57.5,Middle East,Working class,No,68.9,64.1
2222-0388,Omar Al-Amri,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,84.8,259000,10.3,54.7,Middle East,Working class,No,76.4,64.6
2222-0389,Bandar Al-Qahtani,Saudi Aramco,2222.SR,Research & Tech,Director,90.7,246400,7.7,65.7,Middle East,Upper-middle,No,35.1,51.5
2222-0390,Tariq Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,82.5,105500,10.9,64.4,Middle East,Upper-middle,Yes,36.9,66.1
2222-0391,Noura Al-Sulaiman,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,75.9,112200,18.1,64.3,Middle East,Working class,Yes,100.0,85.3
2222-0392,Noura Al-Anazi,Saudi Aramco,2222.SR,Research & Tech,Staff,90.5,215700,11.6,60.2,Middle East,Middle,Yes,61.5,81.4
2222-0393,Hamad Al-Sulaiman,Saudi Aramco,2222.SR,Refining & Chemicals,Director,61.1,245000,12.8,65.0,Middle East,Upper-middle,No,34.8,72.6
2222-0394,Maryam Al-Amri,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,91.4,94200,11.2,60.5,Middle East,Lower-middle,Yes,61.3,68.8
2222-0395,Layla Al-Sulaiman,Saudi Aramco,2222.SR,People/HR,Senior,95.9,190300,18.4,76.3,South Asia,Working class,Yes,97.3,84.2
2222-0396,Layla Al-Saud,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,88.9,467100,5.8,60.2,Middle East,Working class,Yes,73.2,68.5
2222-0397,Nasser Al-Ghamdi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,87.1,110000,15.7,67.4,Middle East,Upper-middle,No,40.0,83.1
2222-0398,Huda Bin Laden,Saudi Aramco,2222.SR,HSE/Safety,Principal,78.9,321500,4.4,66.6,Middle East,Lower-middle,No,61.5,59.9
2222-0399,Huda Al-Amri,Saudi Aramco,2222.SR,Research & Tech,Staff,82.5,92700,8.1,65.3,Middle East,Working class,Yes,87.9,74.2
2222-0400,Nasser Al-Ghamdi,Saudi Aramco,2222.SR,Operations,Director,78.8,413500,11.0,63.9,Southeast Asia,Working class,Yes,86.0,84.4
2222-0401,Bandar Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,70.8,234500,11.2,64.3,Middle East,Middle,No,54.0,80.8
2222-0402,Hessa Al-Otaibi,Saudi Aramco,2222.SR,Legal & Policy,Staff,77.3,212600,40.0,61.5,Middle East,Working class,Yes,84.7,83.7
2222-0403,Mohammed Al-Zahrani,Saudi Aramco,2222.SR,HSE/Safety,Senior Director,88.0,530900,12.7,73.9,Middle East,Middle,Yes,63.5,76.0
2222-0404,Amal Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,82.9,262500,7.6,67.1,Middle East,Upper-middle,No,32.5,59.5
2222-0405,Tariq Al-Amri,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,89.4,110400,4.7,67.4,Middle East,Lower-middle,Yes,81.3,67.2
2222-0406,Jana Al-Hassan,Saudi Aramco,2222.SR,HSE/Safety,Staff,78.7,217500,12.6,52.7,South Asia,Middle,No,50.8,65.2
2222-0407,Bandar Al-Qahtani,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,86.3,70700,9.3,55.3,Middle East,Lower-middle,Yes,77.5,67.2
2222-0408,Hamad Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,C-Suite,92.4,1348300,17.7,87.9,Middle East,Working class,No,90.4,73.9
2222-0409,Khalid Al-Harbi,Saudi Aramco,2222.SR,Supply Chain,VP,81.3,203700,12.7,74.7,Middle East,Middle,No,57.9,60.4
2222-0410,Reem Al-Faraj,Saudi Aramco,2222.SR,Refining & Chemicals,Director,89.2,315900,16.0,72.8,Middle East,Working class,Yes,83.6,72.5
2222-0411,Rana Al-Rashid,Saudi Aramco,2222.SR,Supply Chain,Senior,82.7,50600,7.0,59.4,Middle East,Upper-middle,No,37.3,70.9
2222-0412,Faisal Al-Anazi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,63.6,200300,17.5,54.5,South Asia,Lower-middle,Yes,64.8,47.5
2222-0413,Dana Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,63.4,91300,12.8,55.2,Middle East,Middle,No,46.6,68.4
2222-0414,Noura Bin Laden,Saudi Aramco,2222.SR,Operations,Senior,83.9,69500,7.8,62.7,Middle East,Affluent,No,30.5,73.8
2222-0415,Nasser Al-Shehri,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,78.8,112500,15.8,56.2,Middle East,Lower-middle,No,65.8,81.0
2222-0416,Hessa Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,83.9,322300,13.1,75.5,Middle East,Upper-middle,No,42.7,72.5
2222-0417,Reem Al-Harbi,Saudi Aramco,2222.SR,Refining & Chemicals,Director,76.8,124100,17.5,69.1,Middle East,Upper-middle,No,27.3,57.6
2222-0418,Noura Al-Otaibi,Saudi Aramco,2222.SR,Finance,Director,88.0,935700,11.3,61.7,Middle East,Upper-middle,No,32.7,73.2
2222-0419,Faisal Al-Ghamdi,Saudi Aramco,2222.SR,Research & Tech,Director,71.7,233600,9.8,53.8,Middle East,Middle,No,55.3,66.2
2222-0420,Hessa Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,VP,77.5,267200,13.1,66.7,Middle East,Upper-middle,No,33.1,63.2
2222-0421,Mohammed Al-Faraj,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,68.1,105400,5.8,64.6,Middle East,Affluent,No,28.5,77.4
2222-0422,Noura Al-Mutairi,Saudi Aramco,2222.SR,Finance,Staff,84.4,80500,13.7,66.3,Middle East,Upper-middle,No,45.7,71.4
2222-0423,Jana Al-Zahrani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,77.1,110900,7.8,57.8,Middle East,Middle,Yes,50.3,74.5
2222-0424,Mohammed Al-Rashid,Saudi Aramco,2222.SR,Supply Chain,Director,82.2,240900,9.7,67.4,Middle East,Working class,Yes,84.5,79.2
2222-0425,Hamad Al-Zahrani,Saudi Aramco,2222.SR,Operations,Senior,84.2,177300,11.7,56.3,Africa,Middle,No,49.4,73.1
2222-0426,Fatima Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,90.9,189800,13.2,62.2,North America,Middle,No,49.5,60.7
2222-0427,Rana Al-Harbi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,78.1,210300,16.5,59.3,Middle East,Lower-middle,Yes,66.9,85.5
2222-0428,Jana Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,74.1,74100,9.7,66.7,Middle East,Middle,No,48.9,69.6
2222-0429,Sara Bin Laden,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,83.5,129200,17.3,65.9,Middle East,Upper-middle,No,40.0,83.5
2222-0430,Abdullah Al-Ghamdi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,85.6,216400,17.7,61.8,Middle East,Working class,Yes,95.7,76.1
2222-0431,Maryam Al-Sulaiman,Saudi Aramco,2222.SR,Operations,VP,82.2,395000,6.9,75.9,Middle East,Middle,No,56.7,56.7
2222-0432,Abdullah Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,79.6,164800,26.1,65.7,Middle East,Middle,No,45.3,86.0
2222-0433,Hamad Al-Anazi,Saudi Aramco,2222.SR,Refining & Chemicals,SVP,90.9,2219500,13.5,75.2,Middle East,Middle,No,45.2,85.3
2222-0434,Salem Al-Otaibi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,80.8,178200,10.4,55.2,Middle East,Lower-middle,Yes,80.3,61.5
2222-0435,Aisha Al-Saud,Saudi Aramco,2222.SR,Research & Tech,Staff,77.9,192100,8.4,60.5,Middle East,Lower-middle,Yes,88.4,76.2
2222-0436,Jana Al-Ghamdi,Saudi Aramco,2222.SR,HSE/Safety,Senior Director,77.7,624500,11.6,70.6,Middle East,Middle,No,53.9,62.9
2222-0437,Hamad Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,86.2,205000,7.3,62.1,Middle East,Lower-middle,No,67.0,68.0
2222-0438,Reem Al-Ghamdi,Saudi Aramco,2222.SR,Operations,Senior,86.7,158000,9.6,67.6,Middle East,Affluent,No,37.4,59.6
2222-0439,Abdullah Al-Ghamdi,Saudi Aramco,2222.SR,Sales & Trading,Senior,83.9,119400,13.8,55.4,Middle East,Lower-middle,No,65.4,52.6
2222-0440,Noura Al-Juhani,Saudi Aramco,2222.SR,Supply Chain,Staff,82.5,267800,8.4,55.5,Middle East,Lower-middle,No,54.8,56.1
2222-0441,Tariq Al-Subaie,Saudi Aramco,2222.SR,People/HR,Staff,78.0,139800,8.0,73.5,Middle East,Upper-middle,No,34.8,70.0
2222-0442,Lina Al-Hassan,Saudi Aramco,2222.SR,Supply Chain,Senior Director,89.7,316500,16.3,67.5,Middle East,Affluent,No,20.9,70.3
2222-0443,Tariq Al-Shehri,Saudi Aramco,2222.SR,Operations,Senior,73.5,51800,2.1,65.6,Southeast Asia,Lower-middle,No,75.4,75.1
2222-0444,Hessa Al-Juhani,Saudi Aramco,2222.SR,Finance,Senior,67.6,126400,14.0,49.8,Middle East,Upper-middle,No,29.3,68.2
2222-0445,Amal Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,71.9,395800,15.8,66.9,Middle East,Middle,No,58.0,50.8
2222-0446,Bandar Al-Nasser,Saudi Aramco,2222.SR,Upstream/Engineering,Director,66.0,225500,16.0,68.0,Middle East,Middle,Yes,67.4,62.0
2222-0447,Sara Al-Otaibi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,75.2,336800,8.8,56.8,Middle East,Lower-middle,Yes,87.5,68.9
2222-0448,Dana Al-Zahrani,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,82.9,141500,9.0,73.1,Middle East,Working class,Yes,100.0,80.1
2222-0449,Majed Al-Shehri,Saudi Aramco,2222.SR,Operations,Senior Director,69.0,515400,9.8,69.2,Middle East,Working class,Yes,82.2,72.7
2222-0450,Tariq Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,60.6,86500,3.2,49.6,Middle East,Middle,No,61.2,49.5
2222-0451,Hessa Al-Amri,Saudi Aramco,2222.SR,Refining & Chemicals,VP,75.8,268800,12.8,60.5,Middle East,Lower-middle,Yes,61.2,77.0
2222-0452,Huda Al-Zahrani,Saudi Aramco,2222.SR,Supply Chain,Senior Director,67.1,380500,15.1,72.8,Middle East,Upper-middle,No,39.5,68.2
2222-0453,Nasser Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,82.3,63400,6.1,67.2,Middle East,Middle,Yes,62.9,79.2
2222-0454,Yousef Al-Sulaiman,Saudi Aramco,2222.SR,Sales & Trading,Principal,87.1,291300,9.5,69.9,Middle East,Middle,Yes,61.4,76.2
2222-0455,Khalid Al-Nasser,Saudi Aramco,2222.SR,HSE/Safety,Senior,76.9,25100,6.2,64.6,Africa,Middle,Yes,66.6,87.3
2222-0456,Reem Al-Rashid,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,77.7,346000,9.8,64.3,South Asia,Lower-middle,No,79.3,90.3
2222-0457,Mohammed Al-Juhani,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,76.2,243000,9.1,57.3,Middle East,Working class,No,81.8,62.8
2222-0458,Khalid Al-Juhani,Saudi Aramco,2222.SR,Finance,Principal,69.6,317800,14.6,56.0,Middle East,Middle,No,52.9,64.5
2222-0459,Aisha Al-Maliki,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,66.7,105200,14.0,59.7,Middle East,Upper-middle,No,37.4,62.7
2222-0460,Hessa Al-Saud,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,81.2,281000,11.5,57.0,Middle East,Working class,Yes,86.4,68.3
2222-0461,Tariq Al-Subaie,Saudi Aramco,2222.SR,Upstream/Engineering,Director,80.3,186900,12.9,71.6,Middle East,Affluent,No,24.5,69.6
2222-0462,Salem Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,77.2,214900,11.6,59.0,Europe,Middle,No,55.3,63.1
2222-0463,Hessa Al-Shehri,Saudi Aramco,2222.SR,Sales & Trading,Director,75.4,160700,12.8,64.8,Middle East,Lower-middle,Yes,78.9,69.9
2222-0464,Omar Al-Dossari,Saudi Aramco,2222.SR,Finance,Principal,70.2,152700,11.0,54.7,Middle East,Middle,No,51.3,68.3
2222-0465,Bandar Al-Sulaiman,Saudi Aramco,2222.SR,Sales & Trading,Senior,84.9,168000,6.9,65.4,Europe,Lower-middle,Yes,77.0,61.6
2222-0466,Bandar Al-Qahtani,Saudi Aramco,2222.SR,HSE/Safety,Senior Director,87.5,248100,8.5,74.1,Middle East,Lower-middle,Yes,90.0,80.0
2222-0467,Amal Al-Mutairi,Saudi Aramco,2222.SR,Refining & Chemicals,Staff,73.5,94000,7.5,51.3,Middle East,Lower-middle,Yes,74.1,52.6
2222-0468,Saud Al-Rashid,Saudi Aramco,2222.SR,People/HR,Staff,85.6,164800,8.6,74.4,Middle East,Middle,Yes,51.0,83.8
2222-0469,Nasser Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,97.4,126400,8.9,59.8,South Asia,Upper-middle,No,50.0,79.2
2222-0470,Hessa Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,90.6,74000,19.4,64.7,Middle East,Affluent,No,8.0,75.6
2222-0471,Bandar Al-Juhani,Saudi Aramco,2222.SR,HSE/Safety,Staff,74.9,273500,14.9,64.6,Middle East,Middle,No,57.2,71.1
2222-0472,Hamad Al-Maliki,Saudi Aramco,2222.SR,Operations,Principal,84.4,147800,21.3,68.8,Middle East,Affluent,No,22.3,64.1
2222-0473,Dana Al-Hassan,Saudi Aramco,2222.SR,Upstream/Engineering,VP,73.4,888400,17.4,83.4,Middle East,Working class,Yes,85.4,83.8
2222-0474,Reem Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,80.2,193700,12.4,59.2,Middle East,Working class,No,78.1,57.0
2222-0475,Hessa Al-Shehri,Saudi Aramco,2222.SR,Finance,VP,83.9,411900,9.0,75.0,Middle East,Middle,No,48.8,79.1
2222-0476,Omar Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Principal,82.9,235400,9.8,54.3,Middle East,Lower-middle,Yes,76.7,73.2
2222-0477,Faisal Al-Harbi,Saudi Aramco,2222.SR,Sales & Trading,Principal,88.6,137500,27.6,53.0,Middle East,Middle,No,60.1,59.0
2222-0478,Lina Bin Laden,Saudi Aramco,2222.SR,Sales & Trading,Senior,67.8,153900,13.8,54.0,Middle East,Middle,No,47.5,63.3
2222-0479,Fatima Al-Mutairi,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,81.8,87900,14.0,65.2,Middle East,Lower-middle,Yes,76.7,62.0
2222-0480,Tariq Al-Ghamdi,Saudi Aramco,2222.SR,Legal & Policy,Senior,94.2,115900,14.2,60.0,South Asia,Upper-middle,No,46.7,64.4
2222-0481,Amal Al-Juhani,Saudi Aramco,2222.SR,Operations,Staff,62.0,120200,8.2,61.5,Middle East,Affluent,No,32.4,68.7
2222-0482,Rana Al-Dossari,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,66.3,129700,8.8,67.0,Middle East,Working class,Yes,94.0,66.1
2222-0483,Nasser Al-Faraj,Saudi Aramco,2222.SR,Refining & Chemicals,VP,87.4,251700,23.4,86.7,Middle East,Upper-middle,No,45.9,76.6
2222-0484,Amal Al-Maliki,Saudi Aramco,2222.SR,Finance,Senior,80.1,159800,9.0,56.3,Middle East,Lower-middle,No,58.3,64.2
2222-0485,Faisal Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Director,92.5,272500,33.1,60.9,Europe,Working class,Yes,88.2,76.3
2222-0486,Khalid Al-Nasser,Saudi Aramco,2222.SR,Sales & Trading,Director,76.0,195200,7.9,72.3,Middle East,Working class,Yes,94.8,66.8
2222-0487,Faisal Al-Harbi,Saudi Aramco,2222.SR,HSE/Safety,Senior Director,100.0,853500,14.3,75.9,Middle East,Lower-middle,Yes,68.8,75.7
2222-0488,Hessa Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Principal,89.9,296700,16.3,68.4,Middle East,Working class,No,68.9,76.4
2222-0489,Hamad Al-Juhani,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,72.3,303500,3.5,64.8,East Asia,Lower-middle,No,75.5,61.1
2222-0490,Jana Al-Rashid,Saudi Aramco,2222.SR,Supply Chain,Senior,76.2,169500,9.0,57.7,South Asia,Middle,No,51.9,74.5
2222-0491,Layla Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,77.2,105500,24.3,59.9,Middle East,Working class,No,82.0,87.6
2222-0492,Faisal Al-Mutairi,Saudi Aramco,2222.SR,Operations,Senior,83.6,142700,14.8,61.5,Middle East,Middle,Yes,64.1,54.5
2222-0493,Saud Bin Laden,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,60.1,26400,8.4,67.9,Middle East,Working class,Yes,90.6,68.1
2222-0494,Aisha Al-Mutairi,Saudi Aramco,2222.SR,Operations,Senior,80.1,173600,9.0,67.5,Middle East,Middle,Yes,66.7,82.5
2222-0495,Amal Al-Ghamdi,Saudi Aramco,2222.SR,Operations,Staff,63.8,196100,24.8,66.9,South Asia,Middle,Yes,56.1,77.3
2222-0496,Hessa Al-Hassan,Saudi Aramco,2222.SR,Operations,Principal,75.3,152400,21.6,73.1,Africa,Lower-middle,Yes,83.9,66.8
2222-0497,Reem Al-Qahtani,Saudi Aramco,2222.SR,Upstream/Engineering,Staff,89.6,230600,13.9,67.8,South Asia,Lower-middle,No,79.1,77.1
2222-0498,Yousef Al-Qahtani,Saudi Aramco,2222.SR,Operations,Staff,75.6,731300,6.7,61.1,Middle East,Working class,Yes,89.9,61.8
2222-0499,Mohammed Al-Ghamdi,Saudi Aramco,2222.SR,Legal & Policy,Senior,69.5,87300,20.2,55.0,Middle East,Middle,Yes,49.6,59.2
2222-0500,Hessa Al-Otaibi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,100.0,1172300,14.7,68.4,Southeast Asia,Affluent,No,31.7,66.2
2222-0501,Dana Al-Ghamdi,Saudi Aramco,2222.SR,Sales & Trading,Director,79.3,230800,14.0,54.9,Middle East,Lower-middle,Yes,85.4,56.9
2222-0502,Hessa Al-Otaibi,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,84.3,82900,26.4,47.9,Middle East,Working class,No,72.7,73.1
2222-0503,Faisal Al-Faraj,Saudi Aramco,2222.SR,Supply Chain,Senior,80.7,158700,37.6,50.6,Middle East,Middle,No,48.9,68.9
2222-0504,Layla Al-Shehri,Saudi Aramco,2222.SR,HSE/Safety,Senior,86.1,121900,4.5,64.6,South Asia,Middle,No,53.4,67.9
2222-0505,Rana Al-Dossari,Saudi Aramco,2222.SR,Operations,Senior,75.9,101200,6.0,67.5,Middle East,Lower-middle,Yes,83.6,73.3
2222-0506,Majed Al-Anazi,Saudi Aramco,2222.SR,Upstream/Engineering,Director,81.8,410200,17.8,68.2,Middle East,Upper-middle,No,39.9,76.2
2222-0507,Huda Al-Rashid,Saudi Aramco,2222.SR,Upstream/Engineering,Director,76.1,259600,8.0,65.4,Middle East,Lower-middle,No,53.9,62.7
2222-0508,Omar Al-Saud,Saudi Aramco,2222.SR,Operations,Principal,72.1,329200,13.9,56.6,East Asia,Working class,Yes,93.8,70.1
2222-0509,Aisha Al-Harbi,Saudi Aramco,2222.SR,Refining & Chemicals,Senior,87.0,130800,6.4,71.3,Europe,Lower-middle,Yes,74.8,74.2
2222-0510,Dana Al-Nasser,Saudi Aramco,2222.SR,Refining & Chemicals,VP,89.2,425400,23.1,62.6,Middle East,Working class,No,80.9,66.1
2222-0511,Noura Al-Harbi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior Director,80.3,368000,15.7,71.9,Middle East,Working class,Yes,95.8,71.3
2222-0512,Yousef Al-Mutairi,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,72.0,293600,6.1,63.6,Middle East,Middle,No,53.3,74.1
2222-0513,Bandar Al-Dossari,Saudi Aramco,2222.SR,Upstream/Engineering,Senior,80.9,135300,4.8,56.7,Middle East,Lower-middle,No,72.6,82.9
