employee_id,name,company,ticker,department,level,performance_score,total_compensation_usd,tenure_years
NVDA-0578,Zoe Davis,NVIDIA,NVDA,Research & AI,Principal,83.6,783600,3.7
NVDA-0579,Elena Nguyen,NVIDIA,NVDA,Engineering,Senior Director,72.1,577200,13.8
NVDA-0580,Maria Johnson,NVIDIA,NVDA,Research & AI,Senior,80.3,252800,4.8
NVDA-0581,Chen Johnson,NVIDIA,NVDA,Engineering,VP,75.3,635800,4.8
NVDA-0582,David Rossi,NVIDIA,NVDA,Operations,SVP,71.4,798000,13.8
NVDA-0583,Fatima Chen,NVIDIA,NVDA,Engineering,Senior,79.8,198900,9.6
NVDA-0584,Yuki Martinez,NVIDIA,NVDA,Operations,VP,89.4,1374700,11.9
NVDA-0585,Ahmed Petrov,NVIDIA,NVDA,Design,Principal,80.7,598000,13.6
NVDA-0586,Ahmed Park,NVIDIA,NVDA,Finance,Principal,89.4,523900,3.9
NVDA-0587,Wei Murphy,NVIDIA,NVDA,Engineering,Senior,77.7,168400,2.0
NVDA-0588,Fatima Patel,NVIDIA,NVDA,Engineering,Senior,63.0,363600,14.0
NVDA-0589,Yuki Davis,NVIDIA,NVDA,Operations,VP,100.0,1244500,12.3
NVDA-0590,Sofia Anderson,NVIDIA,NVDA,Product,Principal,76.4,263200,2.9
NVDA-0591,Carlos Nguyen,NVIDIA,NVDA,Engineering,Director,80.2,911400,12.2
NVDA-0592,Mary Johnson,NVIDIA,NVDA,Engineering,Director,82.5,797500,6.8
NVDA-0593,Arjun Lopez,NVIDIA,NVDA,Operations,Senior Director,86.1,748600,15.3
NVDA-0594,Arjun Schmidt,NVIDIA,NVDA,Research & AI,Senior,73.3,212500,9.2
NVDA-0595,John Smith,NVIDIA,NVDA,Legal & Policy,Director,89.8,388500,5.5
NVDA-0596,Hannah Chen,NVIDIA,NVDA,Engineering,Principal,79.8,422100,9.7
NVDA-0597,Maria Singh,NVIDIA,NVDA,Engineering,Staff,78.4,266500,6.6
NVDA-0598,Chen Garcia,NVIDIA,NVDA,Engineering,Director,77.0,558500,7.7
NVDA-0599,Yuki Murphy,NVIDIA,NVDA,Design,Senior,93.6,177700,14.1
NVDA-0600,Aisha Yamamoto,NVIDIA,NVDA,Product,Senior,73.9,212600,3.3
NVDA-0601,Nina Reyes,NVIDIA,NVDA,Research & AI,Senior,93.9,561500,5.1
NVDA-0602,Hiroshi Lopez,NVIDIA,NVDA,Design,Senior,65.7,250000,1.8
NVDA-0603,Hannah Tanaka,NVIDIA,NVDA,Operations,Senior,72.2,339100,1.8
NVDA-0604,Samuel Brown,NVIDIA,NVDA,Research & AI,Senior,98.7,390100,2.7
NVDA-0605,Grace Yamamoto,NVIDIA,NVDA,Legal & Policy,Principal,88.2,280900,9.4
NVDA-0606,Fatima Hassan,NVIDIA,NVDA,Research & AI,Senior,88.4,125000,7.2
NVDA-0607,Aisha Okafor,NVIDIA,NVDA,Sales & GTM,Senior,86.4,350600,5.0
NVDA-0608,Zoe Anderson,NVIDIA,NVDA,Engineering,Senior,76.0,483500,2.6
NVDA-0609,Ahmed Chen,NVIDIA,NVDA,Research & AI,Director,70.4,716500,7.5
NVDA-0610,Ahmed Tanaka,NVIDIA,NVDA,Product,Staff,65.5,541500,11.5
NVDA-0611,Emily Garcia,NVIDIA,NVDA,Legal & Policy,Principal,88.0,332600,7.9
NVDA-0612,Wei Reyes,NVIDIA,NVDA,Engineering,Principal,69.6,446100,10.9
NVDA-0613,Hannah Anderson,NVIDIA,NVDA,Engineering,VP,89.7,1074200,7.3
NVDA-0614,Arjun Rossi,NVIDIA,NVDA,Engineering,Staff,70.5,221200,4.7
NVDA-0615,David Okafor,NVIDIA,NVDA,Legal & Policy,Staff,91.7,1695100,2.4
NVDA-0616,Zoe Rossi,NVIDIA,NVDA,Research & AI,Staff,78.3,261500,5.5
NVDA-0617,Priya Park,NVIDIA,NVDA,Research & AI,Senior Director,100.0,1172100,8.6
NVDA-0618,Mary Reyes,NVIDIA,NVDA,Engineering,Staff,71.6,452600,2.9
NVDA-0619,Zoe Davis,NVIDIA,NVDA,Engineering,Senior,86.0,535800,5.3
NVDA-0620,Samuel Okafor,NVIDIA,NVDA,Engineering,Senior,72.8,1430600,7.4
NVDA-0621,Raj Singh,NVIDIA,NVDA,Marketing,Director,83.4,454500,11.0
NVDA-0622,Linda Ali,NVIDIA,NVDA,Operations,Staff,87.0,567600,5.5
NVDA-0623,Mary Kim,NVIDIA,NVDA,Engineering,Principal,100.0,518400,6.6
NVDA-0624,Chen Chen,NVIDIA,NVDA,Research & AI,Staff,87.7,278300,8.4
NVDA-0625,Olivia Brown,NVIDIA,NVDA,Engineering,Senior,62.9,285400,6.0
NVDA-0626,Aisha Smith,NVIDIA,NVDA,Engineering,Senior,75.2,426200,5.7
NVDA-0627,Maria Wilson,NVIDIA,NVDA,Operations,Staff,92.2,157300,4.0
NVDA-0628,Fatima Reyes,NVIDIA,NVDA,Engineering,Senior,84.8,237900,5.5
NVDA-0629,Linda Nguyen,NVIDIA,NVDA,Sales & GTM,Principal,100.0,612900,3.6
NVDA-0630,Carlos Tanaka,NVIDIA,NVDA,Engineering,Senior,80.7,339900,1.4
NVDA-0631,John Nguyen,NVIDIA,NVDA,Sales & GTM,Staff,80.2,1160800,15.6
NVDA-0632,Aisha Lopez,NVIDIA,NVDA,Engineering,Staff,72.7,501400,7.7
NVDA-0633,Thomas Khan,NVIDIA,NVDA,Engineering,Staff,81.0,344200,4.3
NVDA-0634,Priya Park,NVIDIA,NVDA,Engineering,Director,70.8,426400,9.9
NVDA-0635,Chen Park,NVIDIA,NVDA,Product,Senior,67.7,378600,6.4
NVDA-0636,Wei Park,NVIDIA,NVDA,Sales & GTM,Staff,83.5,221700,6.4
NVDA-0637,Michael Wilson,NVIDIA,NVDA,Finance,Principal,65.4,288900,5.3
NVDA-0638,Elena Lee,NVIDIA,NVDA,Engineering,Director,92.6,3041300,3.2
NVDA-0639,Chen Anderson,NVIDIA,NVDA,Engineering,Principal,76.5,237200,9.1
NVDA-0640,James Brown,NVIDIA,NVDA,Product,Staff,65.1,332300,11.6
NVDA-0641,Priya Singh,NVIDIA,NVDA,Engineering,Senior,80.0,408800,5.3
NVDA-0642,Fatima Brown,NVIDIA,NVDA,Sales & GTM,Senior,79.5,412500,3.0
NVDA-0643,Wei Okafor,NVIDIA,NVDA,Engineering,Staff,79.1,933200,3.5
NVDA-0644,Hiroshi Martinez,NVIDIA,NVDA,Marketing,Senior,87.2,467300,2.4
NVDA-0645,Priya Yamamoto,NVIDIA,NVDA,Engineering,Senior,96.4,559100,2.0
NVDA-0646,Nina Nguyen,NVIDIA,NVDA,Product,Senior,94.1,732000,0.7
NVDA-0647,Grace Yamamoto,NVIDIA,NVDA,Product,Principal,76.8,630100,3.6
NVDA-0648,Priya Garcia,NVIDIA,NVDA,Marketing,Principal,68.7,773300,9.2
NVDA-0649,Elena Schmidt,NVIDIA,NVDA,Product,Principal,87.6,2567100,7.6
NVDA-0650,Nina Davis,NVIDIA,NVDA,Engineering,Director,79.0,809600,7.4
NVDA-0651,Sofia Ali,NVIDIA,NVDA,Product,Director,74.8,987800,5.0
NVDA-0652,Daniel Reyes,NVIDIA,NVDA,Engineering,Staff,66.1,374200,7.3
NVDA-0653,Zoe Smith,NVIDIA,NVDA,Engineering,Director,84.5,413700,4.8
NVDA-0654,Yuki Hassan,NVIDIA,NVDA,Operations,Senior,88.5,194500,3.8
NVDA-0655,Priya Murphy,NVIDIA,NVDA,Engineering,Staff,95.2,685100,7.8
NVDA-0656,Raj Okafor,NVIDIA,NVDA,Engineering,Senior,83.7,256200,9.9
NVDA-0657,Chen Lee,NVIDIA,NVDA,Engineering,Staff,100.0,409500,10.4
NVDA-0658,Hannah Reyes,NVIDIA,NVDA,Engineering,Staff,69.9,902500,2.0
NVDA-0659,Carlos Murphy,NVIDIA,NVDA,Sales & GTM,Staff,75.6,545300,6.2
NVDA-0660,Hannah Lee,NVIDIA,NVDA,Sales & GTM,Senior,73.9,343300,1.7
NVDA-0661,Hannah Silva,NVIDIA,NVDA,Marketing,Principal,69.7,359300,17.7
NVDA-0662,Sofia Lee,NVIDIA,NVDA,Marketing,Staff,81.3,262600,3.7
NVDA-0663,Hiroshi Anderson,NVIDIA,NVDA,Product,Director,82.8,634200,12.4
NVDA-0664,David Petrov,NVIDIA,NVDA,Operations,Staff,62.8,705700,13.7
NVDA-0665,Hannah Chen,NVIDIA,NVDA,Product,Principal,100.0,392400,12.8
NVDA-0666,Aisha Reyes,NVIDIA,NVDA,Legal & Policy,Staff,74.3,922100,3.6
NVDA-0667,Kevin Khan,NVIDIA,NVDA,Engineering,Staff,84.9,455200,1.5
NVDA-0668,Raj Martinez,NVIDIA,NVDA,Research & AI,Senior,69.3,226900,4.1
NVDA-0669,David Wang,NVIDIA,NVDA,Legal & Policy,Staff,89.3,974000,10.6
NVDA-0670,Daniel Nguyen,NVIDIA,NVDA,Engineering,Staff,85.8,173400,3.4
NVDA-0671,Hiroshi Tanaka,NVIDIA,NVDA,Operations,Staff,91.5,159800,3.6
NVDA-0672,Samuel Ali,NVIDIA,NVDA,Design,Director,77.1,756800,4.1
NVDA-0673,Daniel Garcia,NVIDIA,NVDA,Engineering,Staff,85.5,465900,2.7
NVDA-0674,Raj Wilson,NVIDIA,NVDA,Engineering,Senior,89.6,269200,2.8
NVDA-0675,Elena Anderson,NVIDIA,NVDA,Sales & GTM,Senior,86.4,422300,17.3
NVDA-0676,Carlos Martinez,NVIDIA,NVDA,Product,Senior,94.5,712300,3.3
NVDA-0677,Priya Murphy,NVIDIA,NVDA,Engineering,Principal,82.2,281100,5.3
NVDA-0678,Mary Smith,NVIDIA,NVDA,Engineering,Senior,100.0,430700,3.3
NVDA-0679,Hiroshi Cohen,NVIDIA,NVDA,Engineering,Principal,90.6,667300,13.3
NVDA-0680,Carlos Yamamoto,NVIDIA,NVDA,Engineering,Director,84.2,390000,12.2
NVDA-0681,Thomas Kim,NVIDIA,NVDA,Finance,Senior,76.8,210600,7.8
NVDA-0682,Arjun Patel,NVIDIA,NVDA,Research & AI,Senior Director,80.8,1280900,7.1
NVDA-0683,Wei Silva,NVIDIA,NVDA,Sales & GTM,Senior,71.4,246700,5.8
NVDA-0684,Hiroshi Kim,NVIDIA,NVDA,Finance,Principal,98.4,430700,12.0
NVDA-0685,Hannah Schmidt,NVIDIA,NVDA,Operations,Senior,76.5,612800,1.1
NVDA-0686,Linda Martinez,NVIDIA,NVDA,Finance,Senior Director,89.2,243300,9.3
NVDA-0687,Thomas Hassan,NVIDIA,NVDA,Engineering,Director,91.8,208500,6.6
NVDA-0688,Chen Hassan,NVIDIA,NVDA,Engineering,Staff,75.3,329700,7.8
NVDA-0689,Samuel Lee,NVIDIA,NVDA,Research & AI,Senior,90.9,361400,9.7
NVDA-0690,James Park,NVIDIA,NVDA,Engineering,VP,71.2,676900,5.4
NVDA-0691,Elena Reyes,NVIDIA,NVDA,Research & AI,Staff,64.2,374400,9.9
NVDA-0692,David Smith,NVIDIA,NVDA,Finance,Director,63.7,494500,6.0
NVDA-0693,Sofia Lee,NVIDIA,NVDA,Operations,Director,88.3,694800,14.5
NVDA-0694,Arjun Johnson,NVIDIA,NVDA,Design,Senior,56.9,209000,3.4
NVDA-0695,Ahmed Nguyen,NVIDIA,NVDA,Engineering,Senior,73.2,193900,6.8
NVDA-0696,David Yamamoto,NVIDIA,NVDA,Operations,Staff,75.1,134400,4.7
NVDA-0697,Emily Rossi,NVIDIA,NVDA,Operations,Senior,69.5,390300,4.6
NVDA-0698,Raj Petrov,NVIDIA,NVDA,Operations,VP,62.1,1261300,8.0
NVDA-0699,Thomas Silva,NVIDIA,NVDA,Engineering,Senior,88.0,320200,15.9
NVDA-0700,Arjun Schmidt,NVIDIA,NVDA,Sales & GTM,Senior,70.4,149200,2.0
NVDA-0701,Sofia Anderson,NVIDIA,NVDA,Design,Director,78.1,304200,11.1
NVDA-0702,Olivia Garcia,NVIDIA,NVDA,Research & AI,Senior,73.9,304800,6.1
NVDA-0703,Yuki Tanaka,NVIDIA,NVDA,Engineering,Senior,62.1,409200,5.4
NVDA-0704,Michael Rossi,NVIDIA,NVDA,Operations,Staff,79.8,594500,11.7
NVDA-0705,Ahmed Okafor,NVIDIA,NVDA,Product,VP,92.9,2172500,13.5
NVDA-0706,Nina Petrov,NVIDIA,NVDA,Engineering,SVP,85.8,2544600,7.8
NVDA-0707,Olivia Brown,NVIDIA,NVDA,Engineering,Senior,75.5,259700,13.3
NVDA-0708,Nina Yamamoto,NVIDIA,NVDA,Sales & GTM,Senior,71.3,358500,2.2
NVDA-0709,Elena Reyes,NVIDIA,NVDA,Operations,Principal,73.8,481500,10.2
NVDA-0710,Thomas Patel,NVIDIA,NVDA,Operations,Staff,87.7,194900,15.1
NVDA-0711,Michael Lee,NVIDIA,NVDA,Marketing,Senior Director,83.8,2081400,8.9
NVDA-0712,Carlos Anderson,NVIDIA,NVDA,Engineering,Staff,71.2,371000,6.4
NVDA-0713,Zoe Ali,NVIDIA,NVDA,Sales & GTM,Senior,82.5,336600,3.6
NVDA-0714,Hannah Khan,NVIDIA,NVDA,Finance,Senior Director,72.9,735500,6.8
NVDA-0715,Michael Lee,NVIDIA,NVDA,Engineering,Staff,100.0,202000,5.8
NVDA-0716,Samuel Silva,NVIDIA,NVDA,People/HR,Senior Director,84.0,443800,5.0
NVDA-0717,Thomas Nguyen,NVIDIA,NVDA,Engineering,Principal,60.8,690300,4.8
NVDA-0718,Emily Kim,NVIDIA,NVDA,Engineering,Senior,76.9,213100,8.4
NVDA-0719,Samuel Petrov,NVIDIA,NVDA,Sales & GTM,Principal,91.4,1361400,4.5
NVDA-0720,Olivia Smith,NVIDIA,NVDA,Operations,Senior,87.4,402000,5.9
NVDA-0721,Hannah Smith,NVIDIA,NVDA,Engineering,Staff,85.9,134900,6.4
NVDA-0722,Fatima Martinez,NVIDIA,NVDA,Product,Staff,72.0,989900,10.0
NVDA-0723,David Okafor,NVIDIA,NVDA,Product,Principal,94.1,354600,17.9
NVDA-0724,Carlos Tanaka,NVIDIA,NVDA,Design,Senior,67.1,633600,13.6
NVDA-0725,John Park,NVIDIA,NVDA,Engineering,VP,76.2,1000800,7.1
NVDA-0726,Raj Kim,NVIDIA,NVDA,Product,Senior,83.5,241300,15.6
NVDA-0727,Thomas Hassan,NVIDIA,NVDA,Design,Senior,75.3,604100,6.8
NVDA-0728,Olivia Wang,NVIDIA,NVDA,Marketing,Staff,67.0,363200,5.5
NVDA-0729,Chen Martinez,NVIDIA,NVDA,Sales & GTM,Senior,96.0,276400,6.0
NVDA-0730,Thomas Ali,NVIDIA,NVDA,Research & AI,Senior Director,81.8,584200,4.6
NVDA-0731,Yuki Anderson,NVIDIA,NVDA,Design,Senior,92.8,261200,13.5
NVDA-0732,Raj Lopez,NVIDIA,NVDA,Design,Senior,59.7,308800,3.3
NVDA-0733,Linda Hassan,NVIDIA,NVDA,Engineering,Staff,92.1,332600,3.9
NVDA-0734,Maria Anderson,NVIDIA,NVDA,Engineering,Staff,76.1,323700,7.4
NVDA-0735,Kevin Brown,NVIDIA,NVDA,Marketing,Senior Director,81.7,1311500,5.2
NVDA-0736,Grace Rossi,NVIDIA,NVDA,Research & AI,Principal,80.7,532500,6.4
NVDA-0737,Wei Wilson,NVIDIA,NVDA,Finance,Senior,81.5,211600,10.0
NVDA-0738,Hiroshi Tanaka,NVIDIA,NVDA,Finance,Staff,92.1,916900,3.2
NVDA-0739,John Martinez,NVIDIA,NVDA,Engineering,Staff,82.2,245400,17.0
NVDA-0740,Nina Reyes,NVIDIA,NVDA,Engineering,Staff,72.3,444500,4.0
NVDA-0741,Michael Lopez,NVIDIA,NVDA,Engineering,Director,73.3,818800,3.4
NVDA-0742,Michael Anderson,NVIDIA,NVDA,Research & AI,Principal,89.0,1014500,13.6
NVDA-0743,Michael Yamamoto,NVIDIA,NVDA,Engineering,Senior Director,88.6,1584900,12.3
NVDA-0744,Zoe Singh,NVIDIA,NVDA,People/HR,Senior,87.3,339800,1.0
NVDA-0745,Samuel Park,NVIDIA,NVDA,Operations,SVP,89.4,2669700,10.8
NVDA-0746,Hiroshi Kim,NVIDIA,NVDA,Sales & GTM,Director,85.9,1144300,12.7
NVDA-0747,Aisha Rossi,NVIDIA,NVDA,People/HR,Staff,60.8,123600,1.8
NVDA-0748,Sofia Lopez,NVIDIA,NVDA,Research & AI,Principal,82.4,194900,4.7
NVDA-0749,Hiroshi Reyes,NVIDIA,NVDA,Sales & GTM,Director,81.5,652600,13.6
NVDA-0750,Fatima Okafor,NVIDIA,NVDA,Sales & GTM,Principal,82.4,578900,4.5
NVDA-0751,Grace Yamamoto,NVIDIA,NVDA,Research & AI,VP,87.0,535700,17.5
NVDA-0752,Chen Tanaka,NVIDIA,NVDA,Sales & GTM,VP,69.8,1034800,7.8
NVDA-0753,Olivia Chen,NVIDIA,NVDA,Engineering,Director,70.5,1125400,12.1
NVDA-0754,Emily Johnson,NVIDIA,NVDA,Research & AI,Senior,100.0,336600,8.3
NVDA-0755,Daniel Garcia,NVIDIA,NVDA,Engineering,Principal,56.0,141400,11.8
NVDA-0756,Sofia Reyes,NVIDIA,NVDA,Engineering,Senior,59.3,214900,10.1
NVDA-0757,Raj Schmidt,NVIDIA,NVDA,Engineering,Staff,75.8,253200,2.4
NVDA-0758,John Reyes,NVIDIA,NVDA,Marketing,Staff,81.5,563400,6.8
NVDA-0759,John Martinez,NVIDIA,NVDA,Product,Staff,72.6,445900,7.8
NVDA-0760,Yuki Reyes,NVIDIA,NVDA,Sales & GTM,Director,77.4,342800,6.3
NVDA-0761,Olivia Garcia,NVIDIA,NVDA,Design,Senior,76.4,256000,0.7
NVDA-0762,Nina Khan,NVIDIA,NVDA,Marketing,Staff,78.6,661400,2.6
NVDA-0763,Thomas Patel,NVIDIA,NVDA,Operations,Senior,79.6,184800,5.1
NVDA-0764,Samuel Rossi,NVIDIA,NVDA,Engineering,Staff,84.4,428300,8.6
NVDA-0765,Kevin Ali,NVIDIA,NVDA,Product,Staff,79.4,1149200,1.7
NVDA-0766,Yuki Anderson,NVIDIA,NVDA,Engineering,Staff,94.8,436400,10.9
NVDA-0767,Aisha Silva,NVIDIA,NVDA,Legal & Policy,Staff,100.0,1003700,5.1
NVDA-0768,Kevin Patel,NVIDIA,NVDA,Legal & Policy,Senior Director,89.2,1030500,18.4
NVDA-0769,Nina Okafor,NVIDIA,NVDA,Operations,Staff,75.9,632000,7.3
NVDA-0770,Thomas Nguyen,NVIDIA,NVDA,Engineering,VP,82.0,1130100,12.6
NVDA-0771,Hannah Murphy,NVIDIA,NVDA,Engineering,Senior,78.9,226200,4.9
NVDA-0772,James Rossi,NVIDIA,NVDA,Sales & GTM,Principal,84.0,845300,6.2
NVDA-0773,David Johnson,NVIDIA,NVDA,Research & AI,Senior,86.6,308800,10.7
NVDA-0774,Fatima Davis,NVIDIA,NVDA,Marketing,Director,78.5,706000,12.7
NVDA-0775,Priya Lopez,NVIDIA,NVDA,Research & AI,Senior,74.6,512800,0.8
NVDA-0776,John Ali,NVIDIA,NVDA,Engineering,Staff,87.2,387300,11.4
NVDA-0777,Raj Petrov,NVIDIA,NVDA,Product,Senior,84.0,440700,10.5
NVDA-0778,Ahmed Anderson,NVIDIA,NVDA,Product,Principal,83.9,202900,4.8
NVDA-0779,David Petrov,NVIDIA,NVDA,Design,Senior,87.5,148700,3.2
NVDA-0780,Elena Chen,NVIDIA,NVDA,Operations,Senior Director,73.7,2072600,21.6
NVDA-0781,Linda Silva,NVIDIA,NVDA,Sales & GTM,Principal,85.1,696200,3.2
NVDA-0782,Aisha Nguyen,NVIDIA,NVDA,Engineering,Senior Director,65.1,391200,4.5
NVDA-0783,James Silva,NVIDIA,NVDA,Product,Staff,77.5,213300,5.8
NVDA-0784,David Johnson,NVIDIA,NVDA,Research & AI,Senior,72.4,398700,3.0
NVDA-0785,Olivia Ali,NVIDIA,NVDA,Engineering,Staff,90.0,441400,5.6
NVDA-0786,Mary Singh,NVIDIA,NVDA,Operations,Principal,91.3,439400,9.5
NVDA-0787,Chen Davis,NVIDIA,NVDA,Engineering,Staff,95.1,524200,11.8
NVDA-0788,Elena Park,NVIDIA,NVDA,Engineering,Staff,94.0,250000,2.7
NVDA-0789,Hannah Nguyen,NVIDIA,NVDA,Engineering,Staff,70.4,972400,2.8
NVDA-0790,Ahmed Patel,NVIDIA,NVDA,Operations,Staff,98.4,200700,6.8
NVDA-0791,Daniel Lee,NVIDIA,NVDA,Sales & GTM,Staff,77.8,410200,7.5
NVDA-0792,Daniel Davis,NVIDIA,NVDA,Product,Staff,75.0,159700,1.8
NVDA-0793,Michael Brown,NVIDIA,NVDA,Operations,VP,100.0,967400,9.5
NVDA-0794,Elena Garcia,NVIDIA,NVDA,Engineering,Director,73.2,678400,6.9
NVDA-0795,Elena Petrov,NVIDIA,NVDA,Engineering,Staff,99.2,320100,7.2
NVDA-0796,Sofia Garcia,NVIDIA,NVDA,Marketing,Staff,78.6,208100,3.8
NVDA-0797,Hannah Nguyen,NVIDIA,NVDA,Marketing,Senior,90.3,609100,3.2
NVDA-0798,Kevin Wilson,NVIDIA,NVDA,Operations,Staff,77.9,442500,17.1
NVDA-0799,Sofia Lee,NVIDIA,NVDA,People/HR,Senior,77.8,386500,7.7
NVDA-0800,Linda Yamamoto,NVIDIA,NVDA,Engineering,Director,100.0,889700,7.0
NVDA-0801,Samuel Garcia,NVIDIA,NVDA,Engineering,Principal,71.9,216800,6.8
NVDA-0802,Priya Okafor,NVIDIA,NVDA,Engineering,Staff,67.2,212200,5.0
NVDA-0803,Wei Silva,NVIDIA,NVDA,Operations,Director,79.4,417300,5.0
NVDA-0804,Carlos Schmidt,NVIDIA,NVDA,Engineering,Senior Director,68.9,1288600,16.7
NVDA-0805,Nina Lopez,NVIDIA,NVDA,Product,Senior,75.8,220800,3.5
NVDA-0806,Elena Singh,NVIDIA,NVDA,Engineering,Principal,74.1,274000,7.3
NVDA-0807,Wei Lopez,NVIDIA,NVDA,Engineering,Senior,74.5,772100,1.7
NVDA-0808,Yuki Wang,NVIDIA,NVDA,Research & AI,Senior,66.2,200600,3.4
NVDA-0809,Olivia Davis,NVIDIA,NVDA,Research & AI,Staff,66.6,240300,6.4
NVDA-0810,Mary Tanaka,NVIDIA,NVDA,Engineering,Director,96.8,792800,4.1
NVDA-0811,Thomas Petrov,NVIDIA,NVDA,Research & AI,Senior,65.3,100800,4.3
NVDA-0812,Daniel Chen,NVIDIA,NVDA,Engineering,Principal,99.3,822600,2.3
NVDA-0813,Grace Lee,NVIDIA,NVDA,Engineering,Principal,83.2,374700,7.1
NVDA-0814,Chen Rossi,NVIDIA,NVDA,Product,Principal,84.5,218400,2.9
NVDA-0815,Hiroshi Garcia,NVIDIA,NVDA,Engineering,Staff,85.0,661800,4.4
NVDA-0816,Wei Okafor,NVIDIA,NVDA,Legal & Policy,Staff,71.1,251700,10.2
NVDA-0817,Raj Murphy,NVIDIA,NVDA,Finance,Senior,72.6,525600,2.3
NVDA-0818,Emily Wang,NVIDIA,NVDA,Engineering,Senior,82.5,107400,2.0
NVDA-0819,Fatima Khan,NVIDIA,NVDA,Engineering,Principal,89.9,310400,15.2
NVDA-0820,Linda Cohen,NVIDIA,NVDA,Legal & Policy,Staff,77.4,238900,3.0
NVDA-0821,Arjun Martinez,NVIDIA,NVDA,Finance,Staff,83.5,305700,13.6
NVDA-0822,Yuki Kim,NVIDIA,NVDA,Sales & GTM,Senior Director,76.9,920900,8.3
NVDA-0823,David Tanaka,NVIDIA,NVDA,Research & AI,Senior,92.3,343500,3.7
NVDA-0824,Olivia Petrov,NVIDIA,NVDA,Finance,Director,79.9,648600,10.1
NVDA-0825,Samuel Hassan,NVIDIA,NVDA,Sales & GTM,Principal,74.1,455300,6.4
NVDA-0826,Raj Garcia,NVIDIA,NVDA,Engineering,Senior,77.5,677400,2.2
NVDA-0827,Grace Lopez,NVIDIA,NVDA,Research & AI,C-Suite,100.0,5069900,9.2
NVDA-0828,Raj Lee,NVIDIA,NVDA,Sales & GTM,Director,90.6,598700,24.5
NVDA-0829,Emily Tanaka,NVIDIA,NVDA,Research & AI,Senior,72.7,312400,13.0
NVDA-0830,Elena Chen,NVIDIA,NVDA,Product,Staff,70.6,894400,6.7
NVDA-0831,David Ali,NVIDIA,NVDA,Research & AI,Senior,82.9,132100,4.8
NVDA-0832,Olivia Lee,NVIDIA,NVDA,Engineering,Senior,64.6,167600,2.5
NVDA-0833,Michael Anderson,NVIDIA,NVDA,Research & AI,Director,86.4,847300,5.6
NVDA-0834,Priya Hassan,NVIDIA,NVDA,Research & AI,Principal,74.3,362000,8.2
NVDA-0835,Michael Ali,NVIDIA,NVDA,Engineering,Senior,88.7,198900,5.1
NVDA-0836,Arjun Martinez,NVIDIA,NVDA,Finance,Senior,63.1,157700,0.6
NVDA-0837,Wei Silva,NVIDIA,NVDA,Engineering,Director,92.6,658700,7.3
NVDA-0838,Grace Silva,NVIDIA,NVDA,Engineering,Senior,78.6,244900,12.6
NVDA-0839,Mary Johnson,NVIDIA,NVDA,Marketing,Principal,74.3,289300,10.1
NVDA-0840,James Anderson,NVIDIA,NVDA,Product,Senior,94.2,123500,2.6
NVDA-0841,John Martinez,NVIDIA,NVDA,Legal & Policy,Staff,74.1,525200,2.1
NVDA-0842,Olivia Rossi,NVIDIA,NVDA,Research & AI,Senior,100.0,304300,8.0
NVDA-0843,Arjun Martinez,NVIDIA,NVDA,Engineering,Senior,62.7,203800,3.2
NVDA-0844,Priya Davis,NVIDIA,NVDA,Design,Senior,55.8,207700,6.1
NVDA-0845,Olivia Chen,NVIDIA,NVDA,Research & AI,Staff,54.9,554000,2.7
NVDA-0846,Emily Singh,NVIDIA,NVDA,Operations,Principal,64.0,421000,4.9
NVDA-0847,Grace Cohen,NVIDIA,NVDA,Finance,Senior,96.8,300200,15.9
NVDA-0848,Zoe Hassan,NVIDIA,NVDA,Engineering,Director,96.4,1470900,11.2
NVDA-0849,Yuki Patel,NVIDIA,NVDA,Sales & GTM,Principal,77.1,343200,4.7
NVDA-0850,Fatima Martinez,NVIDIA,NVDA,Engineering,Staff,84.5,669700,4.0
NVDA-0851,Maria Singh,NVIDIA,NVDA,Engineering,Director,90.5,745500,10.2
NVDA-0852,Kevin Park,NVIDIA,NVDA,Sales & GTM,Senior,86.3,365800,3.0
NVDA-0853,Raj Ali,NVIDIA,NVDA,Product,VP,85.3,1753300,7.3
NVDA-0854,Arjun Patel,NVIDIA,NVDA,Engineering,Director,69.3,1025100,4.1
NVDA-0855,Wei Chen,NVIDIA,NVDA,Finance,VP,89.3,2202800,9.6
NVDA-0856,Thomas Garcia,NVIDIA,NVDA,People/HR,Senior,83.8,352300,1.7
NVDA-0857,Wei Tanaka,NVIDIA,NVDA,People/HR,Senior,82.7,296900,5.9
NVDA-0858,Linda Ali,NVIDIA,NVDA,People/HR,Senior,87.4,334700,4.1
NVDA-0859,Emily Garcia,NVIDIA,NVDA,Operations,Senior,85.7,214200,6.3
NVDA-0860,Grace Brown,NVIDIA,NVDA,Operations,VP,85.6,1715700,9.2
NVDA-0861,Michael Park,NVIDIA,NVDA,Finance,Senior,79.1,340400,2.6
NVDA-0862,Carlos Murphy,NVIDIA,NVDA,Research & AI,Staff,100.0,346800,0.7
NVDA-0863,Mary Martinez,NVIDIA,NVDA,Engineering,Senior,73.6,547300,4.4
NVDA-0864,Carlos Park,NVIDIA,NVDA,Engineering,Principal,78.7,588700,8.5
NVDA-0865,Michael Reyes,NVIDIA,NVDA,Research & AI,Staff,85.5,565400,2.1
NVDA-0866,Wei Wang,NVIDIA,NVDA,Finance,Principal,89.7,1060000,8.2
